sku,name,generic_name,brand_name,category_code,strength,base_unit_abbreviation,purchase_unit_abbreviation,dispensing_unit_abbreviation,selling_price,reorder_level,status,manage_stock
BEL-16MG-TABCAP,"BELVERT 16MG TAB",,,TAB_CAP,16MG,TAB,TAB,TAB,15.67,10,active,1
FAX-550MG-TABCAP,"FAXIR 550MG TAB",,,TAB_CAP,550MG,TAB,TAB,TAB,103.59999999999999,10,active,1
JUF-250MG-TABCAP,"JUFIN 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,68,10,active,1
RIS-2MG-TABCAP-001,"RISWRD 2MG TAB",,,TAB_CAP,2MG,TAB,TAB,TAB,35.59,10,active,1
LIN-5MG-TABCAP,"LINTAZIP 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,18,10,active,1
LIN-10MG-TABCAP,"LINTAZIP 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,31.5,10,active,1
SIF-600MG-TABCAP,"SIFTACIL 600MG TAB",,,TAB_CAP,600MG,TAB,TAB,TAB,145.83000000000001,10,active,1
ODI-6MG-TABCAP,"ODIVER 6MG TAB",,,TAB_CAP,6MG,TAB,TAB,TAB,45,10,active,1
TOX-60MG-TABCAP,"TOXNEL 60MG TAB",,,TAB_CAP,60MG,TAB,TAB,TAB,34,10,active,1
ZES-10MG-TABCAP,"zestril 10mg",,,TAB_CAP,10MG,TAB,TAB,TAB,34.5,10,active,1
EPI-SYP-002,"Epicetem syp",,,SYP,,SYP,SYP,SYP,699,10,active,1
BRI-SYP,"BRITANYL SYP",,,SYP,,SYP,SYP,SYP,80,10,active,1
CRA-DROPS,cranmix,,,DROPS,,DRP,DRP,DRP,42,10,active,1
TRU-MISC,"TRUCRYL (PGA) 2/0",,,MISC,,PC,PC,PC,1500,10,active,1
TRU-MISC-001,"TRUGUT 3/0",,,MISC,,PC,PC,PC,1500,10,active,1
RIT-125MG-SYP,"RITHMO 125MG SUSP",,,SYP,125MG,SYP,SYP,SYP,425.51999999999998,10,active,1
CAN-SACHET,"CANMIX SACHET",,,SACHET,,SACH,SACH,SACH,42,10,active,1
GTN-25GM-MISC,"GTN-VERICON-P 25GM CREAM",,,MISC,25GM,PC,PC,PC,375,10,active,1
TEG-TABCAP,"Tegral syp",,,TAB_CAP,,TAB,TAB,TAB,150,10,active,1
TRA-500MG-TABCAP-001,"TRAMSAMINE 500MG",,,TAB_CAP,500MG,TAB,TAB,TAB,45.25,10,active,1
TOL-2MG-TABCAP,"TOLTER 2MG",,,TAB_CAP,2MG,TAB,TAB,TAB,32.5,10,active,1
TRA-500MG-TABCAP-002,"TRANSAMIN 500MG CAP T",,,TAB_CAP,500MG,TAB,TAB,TAB,45.25,10,active,1
SIL-100MG-TABCAP,"SILAGRO 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,74.75,10,active,1
PAR-25MG-TABCAP-001,"paraxyl cr 25mg",,,TAB_CAP,25MG,TAB,TAB,TAB,63.8,10,active,1
WAT-MISC,"WATER SILK ROLL",,,MISC,,PC,PC,PC,100,10,active,1
CBF-TABCAP,"CBF TAB",,,TAB_CAP,,TAB,TAB,TAB,36.5,10,active,1
FOZ-DROPS,"FOZITOL DROPS",,,DROPS,,DRP,DRP,DRP,85,10,active,1
ORI-DROPS,"ORICAM GEL",,,DROPS,,DRP,DRP,DRP,115,10,active,1
BAC-500MG-TABCAP,"BACTCID 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,45.3,10,active,1
LEV-500MG-TABCAP-001,"LEVOCIL 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,46.78,10,active,1
MOL-400MG-TABCAP-001,"MOLOX 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,118.23999999999999,10,active,1
FAS-2GM-INJ,"FASTEN INJECTION 2GM",,,INJ,2GM,INJ,INJ,INJ,683,10,active,1
OMI-20MG-TABCAP,"OMIVAR 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,17.86,10,active,1
AMO-50MG-TABCAP-001,"AMORIN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,28.5,10,active,1
TEA-DROPS-002,"TEARS PLUS DROP 1",,,DROPS,,DRP,DRP,DRP,214,10,active,1
SIL-TABCAP,"SILIVAR TAB",,,TAB_CAP,,TAB,TAB,TAB,13.43,10,active,1
TRA-50MG-TABCAP,"TRAPAM 50MG CAP",,,TAB_CAP,50MG,TAB,TAB,TAB,19.9,10,active,1
TRA-TABCAP-001,"TRAPAM PLUS TAB",,,TAB_CAP,,TAB,TAB,TAB,18,10,active,1
ORO-SYP-001,"OROMIN L SYP",,,SYP,,SYP,SYP,SYP,328,10,active,1
CEF-400MG-TABCAP-002,"CEF-OD 400MG CAP",,,TAB_CAP,400MG,TAB,TAB,TAB,109.40000000000001,10,active,1
CEF-SYP-001,"CEF-OD SUSP",,,SYP,,SYP,SYP,SYP,299.37,10,active,1
CEF-SYP-002,"CEF-OD DS SUSP",,,SYP,,SYP,SYP,SYP,373.55000000000001,10,active,1
LIG-15GM-MISC,"LIGNOCAINE GEL 15GM",,,MISC,15GM,PC,PC,PC,63.98,10,active,1
GLI-4MG-TABCAP,"GLIO-P 4MG/30MG TAB",,,TAB_CAP,4MG,TAB,TAB,TAB,47.11,10,active,1
NIS-TABCAP-001,"NISE TAB",,,TAB_CAP,,TAB,TAB,TAB,15.3,10,active,1
CAR-2MG-TABCAP,"CARDURA 2MG",,,TAB_CAP,2MG,TAB,TAB,TAB,40,10,active,1
VAL-80MG-TABCAP,"VALID USP 80MG TAB",,,TAB_CAP,80MG,TAB,TAB,TAB,21.99,10,active,1
DES-5MG-TABCAP,"DESLOPIE 5MG",,,TAB_CAP,5MG,TAB,TAB,TAB,37,10,active,1
NES-8MG-TABCAP,"NES-8 8MG TAB",,,TAB_CAP,8MG,TAB,TAB,TAB,60,10,active,1
MED-SYP-001,"MEDFEN P SYP",,,SYP,,SYP,SYP,SYP,150,10,active,1
OXY-MISC-002,"OXYGEN MASK CHILD",,,MISC,,PC,PC,PC,350,10,active,1
OXY-MISC-003,"OXYGEN MASK ADULT",,,MISC,,PC,PC,PC,350,10,active,1
SUR-MISC-004,"SURGON CAP",,,MISC,,PC,PC,PC,20,10,active,1
THE-MISC-001,"THERMOMETER DIGITAL",,,MISC,,PC,PC,PC,450,10,active,1
ECG-MISC,"ECG ROLL",,,MISC,,PC,PC,PC,200,10,active,1
LAS-TABCAP,"LASORIDE TAB",,,TAB_CAP,,TAB,TAB,TAB,8.9,10,active,1
TRA-100MG-INJ,"TRAMAL 100MG ING 2ML",,,INJ,100MG,INJ,INJ,INJ,115,10,active,1
NUB-TABCAP,"NUBEROL FORTE TAB",,,TAB_CAP,,TAB,TAB,TAB,13,10,active,1
DIA-TABCAP-008,"DIAMPA-LT (10/5)",,,TAB_CAP,,TAB,TAB,TAB,39.64,10,active,1
EFI-SYP,"EFIX DS SUSP",,,SYP,,SYP,SYP,SYP,373.55000000000001,10,active,1
PON-90ML-SYP,"PONSTAN 90ML SUSP",,,SYP,90ML,SYP,SYP,SYP,142,10,active,1
COA-SYP-002,"CO-AMOXI SYP 312",,,SYP,,SYP,SYP,SYP,290,10,active,1
SAT-INJ,"SATAFENAC INJ",,,INJ,,INJ,INJ,INJ,50,10,active,1
NEO-0.5MG-TABCAP,"NEOCOBAL 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,12.87,10,active,1
DET-75MG-TABCAP,"DETRAN-P 75MG",,,TAB_CAP,75MG,TAB,TAB,TAB,8.18,10,active,1
SUN-10MG-TABCAP,"SUNIZINE 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,7.28,10,active,1
BEF-75MG-TABCAP,"BEFLAM 75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,9.09,10,active,1
PAN-TABCAP-002,"PANGESIC FORT TAB",,,TAB_CAP,,TAB,TAB,TAB,10.93,10,active,1
FUS-DROPS-001,"FUSIRUM-H CREAM",,,DROPS,,DRP,DRP,DRP,350,10,active,1
ORI-DROPS-001,ORIMAZOLE-HC,,,DROPS,,DRP,DRP,DRP,115,10,active,1
DRO-40MG-TABCAP,"DROSPA 40MG TAB",,,TAB_CAP,40MG,TAB,TAB,TAB,7.5,10,active,1
RAL-SACHET,"RALYTE SACHET",,,SACHET,,SACH,SACH,SACH,30,10,active,1
PAR-25MG-TABCAP-002,"paromax cr 25mg",,,TAB_CAP,25MG,TAB,TAB,TAB,54,10,active,1
XOB-15MG-TABCAP-001,"Xobix 15mg",,,TAB_CAP,15MG,TAB,TAB,TAB,32.77,10,active,1
CIP-DROPS-001,"CIPOTIC D DROP",,,DROPS,,DRP,DRP,DRP,200,10,active,1
CIP-DROPS-002,"CIPOTIC DROP",,,DROPS,,DRP,DRP,DRP,140,10,active,1
SAZ-10MG-TABCAP,"SAZIRIN 10MG",,,TAB_CAP,10MG,TAB,TAB,TAB,32.14,10,active,1
NEO-TABCAP-002,"neo-lyf tab",,,TAB_CAP,,TAB,TAB,TAB,150,10,active,1
ROS-10MG-TABCAP-001,"rosoperb 10mg tab",,,TAB_CAP,10MG,TAB,TAB,TAB,42.5,10,active,1
SIV-5MG-TABCAP,"Sivab 5mg",,,TAB_CAP,5MG,TAB,TAB,TAB,43.93,10,active,1
TRA-TABCAP-002,"travost drop",,,TAB_CAP,,TAB,TAB,TAB,780,10,active,1
ALC-TABCAP,"alcivo tab",,,TAB_CAP,,TAB,TAB,TAB,14,10,active,1
DYD-10MG-TABCAP,"DYDROPLEX 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,57.5,10,active,1
TYR-250MG-TABCAP,"TYRA 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,25,10,active,1
STA-DROPS,"STAN-D DROP",,,DROPS,,DRP,DRP,DRP,425,10,active,1
ESO-40MG-TABCAP,"ESODIN 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,42.5,10,active,1
GAB-50MG-TABCAP-001,"GABEL 50MG CAP",,,TAB_CAP,50MG,TAB,TAB,TAB,30.71,10,active,1
GAB-75MG-TABCAP-001,"GABEL 75MG CAP",,,TAB_CAP,75MG,TAB,TAB,TAB,34,10,active,1
LUS-50MG-TABCAP,"LUSAM 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,34.57,10,active,1
GER-SYP,"GERID SYP",,,SYP,,SYP,SYP,SYP,295,10,active,1
EVB-TABCAP,"EVBETA TAB",,,TAB_CAP,,TAB,TAB,TAB,33,10,active,1
IVY-SYP,"IVYSUN SYP",,,SYP,,SYP,SYP,SYP,275,10,active,1
ESO-20MG-TABCAP,"ESODIN 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,26.79,10,active,1
HEP-SYP,"HEPOV SYP",,,SYP,,SYP,SYP,SYP,530,10,active,1
AUT-1MG-TABCAP,"AUTIST 1MG TAB",,,TAB_CAP,1MG,TAB,TAB,TAB,21.5,10,active,1
COL-4MG-TABCAP,"COLVAL 4MG CAP",,,TAB_CAP,4MG,TAB,TAB,TAB,42.5,10,active,1
EVE-TABCAP,"EVE-VIT TAB",,,TAB_CAP,,TAB,TAB,TAB,31,10,active,1
LUS-100MG-TABCAP,"LUSAM 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,48.07,10,active,1
WEL-600MG-TABCAP,"WELLINEZ 600MG TAB",,,TAB_CAP,600MG,TAB,TAB,TAB,108.33,10,active,1
AUT-2MG-TABCAP,"AUTIST 2MG TAB",,,TAB_CAP,2MG,TAB,TAB,TAB,34.9,10,active,1
AUT-3MG-TABCAP,"AUTIST 3MG TAB",,,TAB_CAP,3MG,TAB,TAB,TAB,53.8,10,active,1
AUT-4MG-TABCAP,"AUTIST 4MG TAB",,,TAB_CAP,4MG,TAB,TAB,TAB,65.3,10,active,1
WEN-25MG-TABCAP,"WENPIN 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,20.27,10,active,1
OLA-5MG-TABCAP,"OLAWEN 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,18,10,active,1
OLA-10MG-TABCAP,"OLAWEN 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,33.4,10,active,1
CIT-TABCAP,"Citralka syp",,,TAB_CAP,,TAB,TAB,TAB,155,10,active,1
PAR-TABCAP-003,"PARAMED FORTE TAB",,,TAB_CAP,,TAB,TAB,TAB,9.33,10,active,1
DEX-60MG-TABCAP-001,"DEX-D 60MG CAP",,,TAB_CAP,60MG,TAB,TAB,TAB,46.67,10,active,1
XYN-DROPS,"Xynocin drop",,,DROPS,,DRP,DRP,DRP,70,10,active,1
SPI-40MG-TABCAP-001,"SPIROMIDE 40MG",,,TAB_CAP,40MG,TAB,TAB,TAB,45.6,10,active,1
SYP-TABCAP,"sypine tab",,,TAB_CAP,,TAB,TAB,TAB,30,10,active,1
OXY-4MG-TABCAP,"OXYSID 4MG CAP",,,TAB_CAP,4MG,TAB,TAB,TAB,34.5,10,active,1
CRO-TABCAP,CROFTINE,,,TAB_CAP,,TAB,TAB,TAB,29,10,active,1
SAZ-20MG-TABCAP,"SAZIRIN 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,55,10,active,1
MAG-TABCAP-002,"MAG GLYCINE TAB",,,TAB_CAP,,TAB,TAB,TAB,66.5,10,active,1
INA-DROPS,"INACARE DROP",,,DROPS,,DRP,DRP,DRP,315,10,active,1
HEP-20MG-TABCAP-002,"HEPTA 20MG T",,,TAB_CAP,20MG,TAB,TAB,TAB,30,10,active,1
BAL-TABCAP,"BALANCY TAB",,,TAB_CAP,,TAB,TAB,TAB,30,10,active,1
GIN-240ML-SYP,"GINKORANT 240ML SYP",,,SYP,240ML,SYP,SYP,SYP,495,10,active,1
NOX-TABCAP,"NOXIMOL TAB",,,TAB_CAP,,TAB,TAB,TAB,19.83,10,active,1
VAR-75MG-TABCAP,"VARIGAB 75 MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,34,10,active,1
PYO-MISC-003,"PYODIN LARGE",,,MISC,,PC,PC,PC,1000,10,active,1
FML-DROPS,"FML FORT DROP",,,DROPS,,DRP,DRP,DRP,200,10,active,1
MOX-DROPS-004,"MOXICIN EYE DROP T",,,DROPS,,DRP,DRP,DRP,417,10,active,1
MOX-DROPS-005,"MOXICIN EYE DROP T",,,DROPS,,DRP,DRP,DRP,417,10,active,1
BFL-DROPS,"BFL LIQUIFILM EYE DROPS",,,DROPS,,DRP,DRP,DRP,119,10,active,1
SIL-25MG-TABCAP,"SILAGRO 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,37.25,10,active,1
SIL-50MG-TABCAP,"SILAGRO 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,49.75,10,active,1
FIB-TABCAP,"FIBOREEN SYP 1",,,TAB_CAP,,TAB,TAB,TAB,395,10,active,1
COR-100MG-INJ,"CORTIZONE 100MG INJ",,,INJ,100MG,INJ,INJ,INJ,130,10,active,1
COR-500MG-INJ,"CORTIZONE 500MG INJ",,,INJ,500MG,INJ,INJ,INJ,490,10,active,1
JAR-10MG-TABCAP,"JARDY 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,35,10,active,1
JAR-25MG-TABCAP,"JARDY 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,52.34,10,active,1
MOX-TABCAP-003,Mox-o,,,TAB_CAP,,TAB,TAB,TAB,1515,10,active,1
KET-30MG-INJ,"KETOCRAFT 30MG INJ",,,INJ,30MG,INJ,INJ,INJ,86.2,10,active,1
VEN-MISC,"VENTOLIN SOL",,,MISC,,PC,PC,PC,65.44,10,active,1
MON-10MG-TABCAP-002,"MONRANT 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,25.71,10,active,1
GRO-SYP-001,"GROWTH SYP",,,SYP,,SYP,SYP,SYP,290,10,active,1
PCA-MISC,"PCAM GEL",,,MISC,,PC,PC,PC,360,10,active,1
PRO-500MG-TABCAP,"PROXEN 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,24,10,active,1
JFE-3ML-INJ,"J FENAC 3ML INJ",,,INJ,3ML,INJ,INJ,INJ,55,10,active,1
ODA-INJ,ODATRON,,,INJ,,INJ,INJ,INJ,517,10,active,1
RIA-400MG-TABCAP,"RIAM 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,3.92,10,active,1
HYS-SYP,HYSIN,,,SYP,,SYP,SYP,SYP,140,10,active,1
NOC-TABCAP,"NOCOBAL TAB",,,TAB_CAP,,TAB,TAB,TAB,30,10,active,1
DES-5MG-TABCAP-001,"DESLORATADINE 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,37,10,active,1
XYN-MISC,"XYNOSINE NOZAL SPRAY",,,MISC,,PC,PC,PC,71.95,10,active,1
SAL-DROPS,"SALLNASE NASAL DROPS",,,DROPS,,DRP,DRP,DRP,135,10,active,1
SAR-MISC,"sarge tulle",,,MISC,,PC,PC,PC,40,10,active,1
DET-50MG-TABCAP,"Detran 50mg",,,TAB_CAP,50MG,TAB,TAB,TAB,5.45,10,active,1
VEN-10ML-INJ,"VENTOLIN 10ML",,,INJ,10ML,INJ,INJ,INJ,17.22,10,active,1
DRE-60MG-TABCAP,"DRENZO 60MG CAP",,,TAB_CAP,60MG,TAB,TAB,TAB,45.83,10,active,1
HEA-MISC-001,"head cap",,,MISC,,PC,PC,PC,10,10,active,1
BUL-MISC,"bulb sucker",,,MISC,,PC,PC,PC,250,10,active,1
COM-MISC,"comfeel 7.5",,,MISC,,PC,PC,PC,700,10,active,1
COR-TABCAP,"Corn cap",,,TAB_CAP,,TAB,TAB,TAB,100,10,active,1
TTI-TABCAP,"TT INJ",,,TAB_CAP,,TAB,TAB,TAB,72,10,active,1
VIM-400MG-TABCAP-001,"vimacef cap 400mg",,,TAB_CAP,400MG,TAB,TAB,TAB,99,10,active,1
FLO-250MG-TABCAP,"FLOXRANT 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,23.1,10,active,1
SIL-20MG-TABCAP,"SILEEXEN 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,19.5,10,active,1
SUL-2GM-INJ-001,"SULBACEF 2GM INJ",,,INJ,2GM,INJ,INJ,INJ,745,10,active,1
ALL-TABCAP,"ALLERGID TAB",,,TAB_CAP,,TAB,TAB,TAB,9.5,10,active,1
SUL-1GM-TABCAP,"sulbacef 1g",,,TAB_CAP,1GM,TAB,TAB,TAB,372,10,active,1
FEN-50MG-TABCAP,"FENADIUM 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,8,10,active,1
NG1-MISC,"NG 10",,,MISC,,PC,PC,PC,200,10,active,1
NG1-MISC-001,"NG 12",,,MISC,,PC,PC,PC,200,10,active,1
JUN-MISC,"JUNCTION VOILET",,,MISC,,PC,PC,PC,80,10,active,1
DEM-180MG-TABCAP,"DEMXET 180MG TAB",,,TAB_CAP,180MG,TAB,TAB,TAB,35,10,active,1
DEM-120MG-TABCAP,"DEMXET 120MG TAB",,,TAB_CAP,120MG,TAB,TAB,TAB,22.6,10,active,1
ISM-1000MG-TABCAP,"ISMAGLIP 50+1000MG TAB",,,TAB_CAP,1000MG,TAB,TAB,TAB,60.71,10,active,1
ULS-120ML-SYP-001,"ULSOBION 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,190,10,active,1
MOR-TABCAP,"MORINGA TAB",,,TAB_CAP,,TAB,TAB,TAB,18.33,10,active,1
UVA-SYP,"UVA CRAN BARRY",,,SYP,,SYP,SYP,SYP,38,10,active,1
CIZ-10MG-TABCAP,"CIZKOT 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,4.5,10,active,1
NIV-INJ,"NIV INJ",,,INJ,,INJ,INJ,INJ,100,10,active,1
NEM-100MG-TABCAP,"NEMDOK 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,14,10,active,1
MET-400MG-TABCAP,"METNID 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,3.2,10,active,1
NEU-INJ-002,"NEUROLAM INJ",,,INJ,,INJ,INJ,INJ,38,10,active,1
ZET-TABCAP,"ZETAPRAZOLE CAP",,,TAB_CAP,,TAB,TAB,TAB,12.15,10,active,1
INH-MISC,INHALER,,,MISC,,PC,PC,PC,140,10,active,1
UVA-SACHET,"UVA CRAN SACHET",,,SACHET,,SACH,SACH,SACH,38,10,active,1
FUS-MISC-001,"FUSIDIC ACID-H",,,MISC,,PC,PC,PC,350,10,active,1
MLA-INJ,"M-LAM INJ",,,INJ,,INJ,INJ,INJ,500,10,active,1
TAN-MISC-001,"TANGUE DIPRESSER",,,MISC,,PC,PC,PC,10,10,active,1
FLO-500MG-TABCAP-001,"Floxrant 500mg",,,TAB_CAP,500MG,TAB,TAB,TAB,35.8,10,active,1
TRA-INJ-001,"TRAMADOL INJ",,,INJ,,INJ,INJ,INJ,60,10,active,1
GOF-TABCAP,"GOFUNG 150 CAP",,,TAB_CAP,,TAB,TAB,TAB,205,10,active,1
FEX-120MG-TABCAP-002,"FEXET 120MG TAB",,,TAB_CAP,120MG,TAB,TAB,TAB,32,10,active,1
GRO-120ML-SYP,"GROLIV 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,325,10,active,1
GRO-MISC,"GROPLAN POWDER (VANILA)",,,MISC,,PC,PC,PC,850,10,active,1
GRO-MISC-001,"GROPLAN POWDER (CHOCOLATE)",,,MISC,,PC,PC,PC,980,10,active,1
MET-TABCAP-001,"METHO TAB",,,TAB_CAP,,TAB,TAB,TAB,41.67,10,active,1
WEN-SYP,"WENCID SYP",,,SYP,,SYP,SYP,SYP,275,10,active,1
BRU-INJ,"BRUFEN I.V INJ",,,INJ,,INJ,INJ,INJ,172.19999999999999,10,active,1
ACT-50MG-TABCAP,"ACTILOP 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,13.5,10,active,1
DEP-12.5MG-TABCAP,"DEPEXIL 12.5MG TAB",,,TAB_CAP,12.5MG,TAB,TAB,TAB,62,10,active,1
ALC-MISC-001,"ALCOHAL SWAB DR",,,MISC,,PC,PC,PC,10,10,active,1
PRI-MISC,"PRINTER ROLL",,,MISC,,PC,PC,PC,300,10,active,1
GLY-MISC-003,"GLYCERINE SUPPOSTORIES",,,MISC,,PC,PC,PC,115,10,active,1
SPI-TABCAP,"SPIRT SMALL",,,TAB_CAP,,TAB,TAB,TAB,80,10,active,1
GRO-TABCAP,"GROBERRY SACHAT",,,TAB_CAP,,TAB,TAB,TAB,550,10,active,1
SCA-MISC-001,"SCAVI LOTION",,,MISC,,PC,PC,PC,295,10,active,1
GAV-SYP-003,"GAVOS SYP",,,SYP,,SYP,SYP,SYP,220,10,active,1
MOO-MISC,"MOOVE CREAM",,,MISC,,PC,PC,PC,295,10,active,1
GLU-TABCAP-002,"glucita tab",,,TAB_CAP,,TAB,TAB,TAB,29.53,10,active,1
CIT-SACHET-001,"CITROSODA GRAN SACHET",,,SACHET,,SACH,SACH,SACH,26.5,10,active,1
MOT-DROPS,"MOTIV GEL",,,DROPS,,DRP,DRP,DRP,180,10,active,1
GEN-DROPS-001,"GENIDIC CREAM",,,DROPS,,DRP,DRP,DRP,410,10,active,1
DOV-TABCAP,"DOVRIN DS TAB",,,TAB_CAP,,TAB,TAB,TAB,29.33,10,active,1
TES-TABCAP,"TESTOVIRON INJ",,,TAB_CAP,,TAB,TAB,TAB,130,10,active,1
SPY-TABCAP,"SPYKAR TAB",,,TAB_CAP,,TAB,TAB,TAB,31,10,active,1
MOV-TABCAP,"MOVEN TAB",,,TAB_CAP,,TAB,TAB,TAB,12.5,10,active,1
SCA-TABCAP-001,"SCAVI LOTION",,,TAB_CAP,,TAB,TAB,TAB,295,10,active,1
GFA-TABCAP,"G-FATE SYP",,,TAB_CAP,,TAB,TAB,TAB,195,10,active,1
MEP-TABCAP,"MEP MED CAP",,,TAB_CAP,,TAB,TAB,TAB,31.79,10,active,1
PAN-INJ-001,"panaval inj",,,INJ,,INJ,INJ,INJ,240,10,active,1
AEG-40MG-INJ,"AEGIS 40MG INJ",,,INJ,40MG,INJ,INJ,INJ,500,10,active,1
GFA-120ML-SYP,"G FATE 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,195,10,active,1
AXI-1GM-INJ,"AXITRIM 1G I.V",,,INJ,1GM,INJ,INJ,INJ,511,10,active,1
AXI-2GM-INJ,"AXITRIM 2G I.V",,,INJ,2GM,INJ,INJ,INJ,650,10,active,1
RIS-1MG-TABCAP,"RISWRD 1MG",,,TAB_CAP,1MG,TAB,TAB,TAB,20.68,10,active,1
SYP-SYP,"SYP LAXOBERON",,,SYP,,SYP,SYP,SYP,220,5,active,1
CZO-1GM-INJ-001,"czone 1g inj",,,INJ,1GM,INJ,INJ,INJ,550,10,active,1
SER-100MG-TABCAP,"SERT 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,65,10,active,1
SER-50MG-TABCAP,"SERT 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,45,10,active,1
DAY-1GM-INJ-HIG,"DAYLINE 1G",,"HIGH Q",INJ,1GM,INJ,INJ,INJ,480,2,active,1
ANG-500MCG-TABCAP,"ANGISED 500MCG TAB",,,TAB_CAP,500MCG,TAB,TAB,TAB,1.99,10,active,1
AUG-625MG-TABCAP-001,"AUGMENTIN 625MG TAB",,,TAB_CAP,625MG,TAB,TAB,TAB,46.97,10,active,1
PAN-TABCAP-003,"PANADOL ULTRA TAB",,,TAB_CAP,,TAB,TAB,TAB,7.5,10,active,1
TTI-INJ-001,"TT INJ",,,INJ,,INJ,INJ,INJ,100,7,active,1
NEW-INJ,"NEWSFENAC INJ",,,INJ,,INJ,INJ,INJ,55,10,active,1
DIR-MISC-SAA,"direct sugarv strip",,SAAMI,MISC,,PC,PC,PC,100,10,active,1
BEE-0.8MG-MISC,"BEEKO 0.8MG/2ML",,,MISC,0.8MG,PC,PC,PC,105,10,active,1
EAS-MISC,"EASEHALE 0.025%",,,MISC,,PC,PC,PC,107.59999999999999,10,active,1
CID-40MG-TABCAP-BOS,"CIDRANT 40MG",,BOSCH,TAB_CAP,40MG,TAB,TAB,TAB,39.2,21,active,1
THC-INJ,"THC INJ",,,INJ,,INJ,INJ,INJ,236,10,active,1
DIG-DROPS,"DIGEL DROPS",,,DROPS,,DRP,DRP,DRP,200,10,active,1
NOR-TABCAP-001,"NORDIC-D CAP",,,TAB_CAP,,TAB,TAB,TAB,345,10,active,1
KAR-1000MG-TABCAP,"KARSITA 50/1000MG TAB",,,TAB_CAP,1000MG,TAB,TAB,TAB,44.5,10,active,1
NOO-1GM-INJ,"NOOPEM 1GM INJ",,,INJ,1GM,INJ,INJ,INJ,2800,10,active,1
DUR-TABCAP,"DURAGESIC TAB",,,TAB_CAP,,TAB,TAB,TAB,5.5,10,active,1
SEP-TABCAP,"SEPTRAN DS TAB",,,TAB_CAP,,TAB,TAB,TAB,9.23,10,active,1
LER-500MG-TABCAP,"LERACE 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,65.7,10,active,1
ANT-250MG-TABCAP,"ANTIZ 250MG CAP",,,TAB_CAP,250MG,TAB,TAB,TAB,45.33,10,active,1
PRI-50MG-TABCAP,"PRIDET 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,28,10,active,1
AVI-TABCAP-ABB,AVIFIX,,ABBOT,TAB_CAP,,TAB,TAB,TAB,7,250,active,1
PRI-TABCAP-GET,PRIDET,,"Getz Pharma",TAB_CAP,,TAB,TAB,TAB,28,50,active,1
SAF-INJ-001,"SAFE ONE N 250 INJ",,,INJ,,INJ,INJ,INJ,198.78,10,active,1
