sku,name,generic_name,brand_name,category_code,strength,base_unit_abbreviation,purchase_unit_abbreviation,dispensing_unit_abbreviation,selling_price,reorder_level,status,manage_stock
EYE-DROPS-001,"EYEBRADEX OINTMENT",,,DROPS,,DRP,DRP,DRP,215,2,active,1
CLO-DROPS,"CLOF DROP",,,DROPS,,DRP,DRP,DRP,105,2,active,1
CIP-DROPS,"CIPOCAIN DROP",,,DROPS,,DRP,DRP,DRP,180,2,active,1
OPT-DROPS,"OPTACHLOR DROP",,,DROPS,,DRP,DRP,DRP,49,2,active,1
EXO-DROPS,"EXOCIN DROPS",,,DROPS,,DRP,DRP,DRP,145,2,active,1
DEX-DROPS,"DEXIMOX DROP",,,DROPS,,DRP,DRP,DRP,419,2,active,1
TEA-DROPS,"TEARS PLUS DROP",,,DROPS,,DRP,DRP,DRP,96.5,2,active,1
BLE-DROPS,"BLEPHAMIDE OINTMENT",,,DROPS,,DRP,DRP,DRP,211,2,active,1
BLE-DROPS-001,"BLEPHAMIDE DROP",,,DROPS,,DRP,DRP,DRP,0,2,inactive,1
OPT-DROPS-001,"OPTDEX N DROP",,,DROPS,,DRP,DRP,DRP,36.26,2,active,1
DEX-DROPS-001,"DEXCIP DROP",,,DROPS,,DRP,DRP,DRP,189.5,2,active,1
MET-DROPS,"METHASUL DROP",,,DROPS,,DRP,DRP,DRP,102.70999999999999,2,active,1
MET-DROPS-001,"METHACHLOR OINTMENT",,,DROPS,,DRP,DRP,DRP,42.59,2,active,1
DER-DROPS,"DERMOVATE NN OINTMENT",,,DROPS,,DRP,DRP,DRP,190.030000000000001,2,active,1
BET-DROPS,"BETNOVATE N CREAM",,,DROPS,,DRP,DRP,DRP,146.61000000000001,2,active,1
POL-DROPS,"POLYFAX CREAM",,,DROPS,,DRP,DRP,DRP,223.56999999999999,2,active,1
POL-DROPS-001,"POLYFAX PLUS OINTMENT",,,DROPS,,DRP,DRP,DRP,193,2,active,1
XYL-DROPS,"XYLOCAIN GEL",,,DROPS,,DRP,DRP,DRP,63,2,active,1
POL-DROPS-002,"POLYFAX EYE ONIT",,,DROPS,,DRP,DRP,DRP,113.47,2,active,1
ADA-DROPS,"ADAPLEX CREAM",,,DROPS,,DRP,DRP,DRP,262,2,active,1
QUE-DROPS,"QUENCH LARGE CREAM",,,DROPS,,DRP,DRP,DRP,274.81999999999999,2,active,1
SOM-DROPS,"SOMOGEL CREAM",,,DROPS,,DRP,DRP,DRP,150,2,active,1
QUE-DROPS-001,"QUENCH SMALL",,,DROPS,,DRP,DRP,DRP,99.36,2,active,1
AST-DROPS,"ASTAMO CREAM",,,DROPS,,DRP,DRP,DRP,381,2,active,1
TER-DROPS,"TERBITAC CREAM",,,DROPS,,DRP,DRP,DRP,242,2,active,1
AUS-DROPS,"AUSTASALIC CREAM",,,DROPS,,DRP,DRP,DRP,135,2,active,1
DAY-DROPS,"DAYMAC GEL",,,DROPS,,DRP,DRP,DRP,400,2,active,1
FUS-DROPS,"FUSIDERM H CREAM",,,DROPS,,DRP,DRP,DRP,460,2,active,1
ADV-DROPS,"ADVANTAN CREAM",,,DROPS,,DRP,DRP,DRP,295,2,active,1
ALK-DROPS,"ALKERIS CREAM",,,DROPS,,DRP,DRP,DRP,117,2,active,1
GYN-DROPS,"GYNOSPORIN CREAM",,,DROPS,,DRP,DRP,DRP,138,2,active,1
BYE-DROPS,"BYEPAIN GEL",,,DROPS,,DRP,DRP,DRP,345,2,active,1
PYO-DROPS,"PYODIN GEL",,,DROPS,,DRP,DRP,DRP,205,2,active,1
FAS-DROPS,"FASTUM GEL",,,DROPS,,DRP,DRP,DRP,395,2,active,1
RAS-DROPS,"RASHINL CREAM",,,DROPS,,DRP,DRP,DRP,178,2,active,1
GYN-DROPS-001,"GYNOSPORIN 1 CREAM",,,DROPS,,DRP,DRP,DRP,105,2,active,1
HYD-DROPS,"HYDROQUEN PLUS CREAM",,,DROPS,,DRP,DRP,DRP,166,2,active,1
SCA-DROPS,"SCABION CREAM",,,DROPS,,DRP,DRP,DRP,85,2,active,1
LEX-DROPS,"LEXOBERON DROPS",,,DROPS,,DRP,DRP,DRP,67,2,active,1
GEN-DROPS,"GENTICYN CREAM",,,DROPS,,DRP,DRP,DRP,295,2,active,1
DAK-DROPS,"DAKTACART CREAM",,,DROPS,,DRP,DRP,DRP,33,2,active,1
AUS-DROPS-001,"AUSTAGENT CREAM",,,DROPS,,DRP,DRP,DRP,160,2,active,1
LAZ-DROPS,"LAZMA CREAM",,,DROPS,,DRP,DRP,DRP,250,2,active,1
PIM-DROPS,"PIMPAL GEL",,,DROPS,,DRP,DRP,DRP,377,2,active,1
ECZ-DROPS,"ECZEMUS CREAM",,,DROPS,,DRP,DRP,DRP,1200,2,active,1
DER-DROPS-001,"DERMOSPORIN CREAM",,,DROPS,,DRP,DRP,DRP,155,2,active,1
DER-DROPS-002,"DERMOSPORIN B CREAM",,,DROPS,,DRP,DRP,DRP,123,2,active,1
DER-DROPS-003,"DERMOSPORIN H CREAM",,,DROPS,,DRP,DRP,DRP,91,2,active,1
BRA-MISC,"BRANULLA  24",,,MISC,,PC,PC,PC,350,5,active,1
BRA-MISC-001,"BRANULLA 22",,,MISC,,PC,PC,PC,350,5,active,1
BRA-MISC-002,"BRANULLA 18",,,MISC,,PC,PC,PC,350,5,active,1
BRA-MISC-003,"BRANULLA 20",,,MISC,,PC,PC,PC,350,5,active,1
3CC-MISC,"3CC SYRING",,,MISC,,PC,PC,PC,20,5,active,1
5CC-MISC,"5CC SYRING",,,MISC,,PC,PC,PC,20,5,active,1
10C-MISC,"10CC SYRING",,,MISC,,PC,PC,PC,50,5,active,1
20C-MISC,"20CC SYRING",,,MISC,,PC,PC,PC,70,5,active,1
30C-MISC,"30CC SYRING",,,MISC,,PC,PC,PC,80,5,active,1
50C-MISC,"50CC SYRING",,,MISC,,PC,PC,PC,100,5,active,1
60C-MISC,"60CC SYRING",,,MISC,,PC,PC,PC,150,5,active,1
INS-MISC,"INSULIN SYRING",,,MISC,,PC,PC,PC,50,5,active,1
1CC-MISC,"1CC SYRING",,,MISC,,PC,PC,PC,15,5,active,1
GAU-MISC,"GAUZE PICE",,,MISC,,PC,PC,PC,100,5,active,1
SPO-MISC,"SPONG GAUZE",,,MISC,,PC,PC,PC,180,5,active,1
DRI-MISC,"DRIP SET",,,MISC,,PC,PC,PC,100,5,active,1
NS1-100ML-MISC,"N/S 100ML",,,MISC,100ML,PC,PC,PC,87.68000000000001,5,active,1
NS5-500ML-MISC,"N/S 500ML",,,MISC,500ML,PC,PC,PC,111.23,5,active,1
NS1-1000ML-MISC,"N/S 1000ML",,,MISC,1000ML,PC,PC,PC,154.31,5,active,1
RL5-500ML-MISC,"R/L 500ML",,,MISC,500ML,PC,PC,PC,132.61000000000001,5,active,1
RL1-1000ML-MISC,"R/L 1000ML",,,MISC,1000ML,PC,PC,PC,164.91999999999999,5,active,1
550-500ML-MISC,"5% 500ML",,,MISC,500ML,PC,PC,PC,150,5,active,1
105-500ML-MISC,"10% 500ML",,,MISC,500ML,PC,PC,PC,144,5,active,1
101-10-MISC,10%1000ML,,,MISC,10%,PC,PC,PC,140,5,active,1
MAN-500ML-MISC,"MANITAL 500ML",,,MISC,500ML,PC,PC,PC,154,5,active,1
PAE-MISC,"PAEDS SLUTION",,,MISC,,PC,PC,PC,200,5,active,1
PYO-MISC,"PYODIN SLUTION",,,MISC,,PC,PC,PC,251,5,active,1
SAN-MISC,"SANITIZER LARGE",,,MISC,,PC,PC,PC,1000,5,active,1
SAN-MISC-001,"SANITIZER SAMLL",,,MISC,,PC,PC,PC,250,5,active,1
SAN-MISC-002,"SANITIZER SUPRY",,,MISC,,PC,PC,PC,700,5,active,1
SUC-MISC,"SUCTION TUBE",,,MISC,,PC,PC,PC,100,5,active,1
ETT-MISC,"E.T.T. TUBE",,,MISC,,PC,PC,PC,1000,5,active,1
GUI-MISC,"GUIDE WIRE",,,MISC,,PC,PC,PC,1000,5,active,1
END-MISC,"ENDOTRACHEAL TUBE",,,MISC,,PC,PC,PC,200,5,active,1
NGT-MISC,"N.G TUBE 6",,,MISC,,PC,PC,PC,100,5,active,1
NGT-MISC-001,"N.G TUBE 7",,,MISC,,PC,PC,PC,100,5,active,1
NGT-MISC-002,"N.G TUBE 16",,,MISC,,PC,PC,PC,100,5,active,1
STR-MISC,"STRI STREPS",,,MISC,,PC,PC,PC,300,5,active,1
THE-MISC,THERMAMETER,,,MISC,,PC,PC,PC,350,5,active,1
PRO-MISC,"PROLINE 1",,,MISC,,PC,PC,PC,1000,5,active,1
PRO-MISC-001,"PROLIN 2.0",,,MISC,,PC,PC,PC,1000,5,active,1
PRO-MISC-002,"PROLIN 3.0",,,MISC,,PC,PC,PC,1000,5,active,1
PRO-MISC-003,"PROLIN 2",,,MISC,,PC,PC,PC,1000,5,active,1
VIC-MISC,"VICRAL ALII NO",,,MISC,,PC,PC,PC,1500,5,active,1
CAT-MISC,"CATGUT ALL NO",,,MISC,,PC,PC,PC,1500,5,active,1
SIL-MISC,"SILK ALL NO",,,MISC,,PC,PC,PC,1500,5,active,1
3WA-MISC,"3 WAY STOPER",,,MISC,,PC,PC,PC,50,5,active,1
BLA-MISC,"BLADE ALL NO",,,MISC,,PC,PC,PC,100,5,active,1
BUT-MISC,"BUTER FLAY",,,MISC,,PC,PC,PC,120,5,active,1
BDS-MISC,"B.D SET",,,MISC,,PC,PC,PC,380,5,active,1
NEB-MISC,"NEBLIZER MASK LARGE",,,MISC,,PC,PC,PC,350,5,active,1
NEB-MISC-001,"NEBLIZER MASK SAMAL",,,MISC,,PC,PC,PC,350,5,active,1
OXC-MISC,"OXCYGEN MASK LARGE",,,MISC,,PC,PC,PC,300,5,active,1
OXC-MISC-001,"OXCYGEN MASK SMALL",,,MISC,,PC,PC,PC,300,5,active,1
COT-MISC,"COTTON BANDAGE 2INCH",,,MISC,,PC,PC,PC,30,5,active,1
COT-MISC-001,"COTTON BANDAGE 4INCH",,,MISC,,PC,PC,PC,30,5,active,1
COT-MISC-002,"COTTON BANDAGE 6INCH",,,MISC,,PC,PC,PC,50,5,active,1
EXA-MISC,"EXAMINTION GLOVES",,,MISC,,PC,PC,PC,50,5,active,1
SUR-MISC,"SURGICAL GLOVES 7",,,MISC,,PC,PC,PC,300,5,active,1
SUR-MISC-001,"SURGICAL GLOVES 6.5",,,MISC,,PC,PC,PC,300,5,active,1
SUR-MISC-002,"SURGICAL GLOVES 8",,,MISC,,PC,PC,PC,200,5,active,1
NEL-MISC,"NELATON TUBE 16",,,MISC,,PC,PC,PC,100,5,active,1
FOL-MISC,FOLEYS,,,MISC,,PC,PC,PC,350,5,active,1
SIP-MISC,SIPIRIT,,,MISC,,PC,PC,PC,80,5,active,1
TAN-MISC,"TANUG DEPRESR",,,MISC,,PC,PC,PC,5,5,active,1
COT-MISC-003,"COTTON ROLL SMALL",,,MISC,,PC,PC,PC,100,5,active,1
COT-MISC-004,"COTTON ROLL LARGE",,,MISC,,PC,PC,PC,200,5,active,1
CRE-MISC,"CREP 4INCH",,,MISC,,PC,PC,PC,150,5,active,1
CRE-MISC-001,"CREP 6INCH",,,MISC,,PC,PC,PC,250,5,active,1
POP-MISC,"POP 4 INCH",,,MISC,,PC,PC,PC,200,5,active,1
POP-MISC-001,"POP 6INCH",,,MISC,,PC,PC,PC,350,5,active,1
HYD-MISC,"HYDOGEN PERAXCID",,,MISC,,PC,PC,PC,50,5,active,1
FAC-MISC,"FACE MASK",,,MISC,,PC,PC,PC,10,5,active,1
POL-MISC,POLYSLING,,,MISC,,PC,PC,PC,1000,5,active,1
JOI-MISC,"JOINT AID BALD",,,MISC,,PC,PC,PC,1000,5,active,1
CAF-MISC,"CAF CLOR",,,MISC,,PC,PC,PC,1500,5,active,1
BRA-MISC-004,"BRACE ALL",,,MISC,,PC,PC,PC,200,5,active,1
NIT-MISC,"NITTO TAPE",,,MISC,,PC,PC,PC,250,5,active,1
MEF-MISC,"ME FIX ROLL",,,MISC,,PC,PC,PC,1200,5,active,1
GLA-DROPS,"GLAM CARE CREAM",,,DROPS,,DRP,DRP,DRP,900,2,active,1
NIT-DROPS,"NITFREE LOTION",,,DROPS,,DRP,DRP,DRP,253,2,active,1
BIO-DROPS,"BIOMOUSSE LOTION",,,DROPS,,DRP,DRP,DRP,725,2,active,1
NIX-DROPS,"NIXCAL SOAP",,,DROPS,,DRP,DRP,DRP,280,2,active,1
FAN-DROPS,"FANGIDERM SOAP",,,DROPS,,DRP,DRP,DRP,330,2,active,1
SOU-DROPS,"SOULSHINE SKIN SERUM",,,DROPS,,DRP,DRP,DRP,499,2,active,1
EVE-DROPS,"EVELTRON SUN BLOCK",,,DROPS,,DRP,DRP,DRP,750,2,active,1
SKI-DROPS,"SKIN SECRET SERUM",,,DROPS,,DRP,DRP,DRP,2180,2,active,1
HAI-DROPS,"HAIR SECRET SERUM",,,DROPS,,DRP,DRP,DRP,1700,2,active,1
SKA-DROPS,"SKABI LOTION",,,DROPS,,DRP,DRP,DRP,335,2,active,1
BIO-DROPS-001,"BIOMOSSUE FALORA",,,DROPS,,DRP,DRP,DRP,520,2,active,1
GLO-DROPS,"GLOWIC SERUM",,,DROPS,,DRP,DRP,DRP,2950,2,active,1
EVO-DROPS,"EVOLON FACEWASH",,,DROPS,,DRP,DRP,DRP,700,2,active,1
MAX-DROPS,"MAXHAIR SHAMPOO",,,DROPS,,DRP,DRP,DRP,990,2,active,1
SIM-DROPS,"SIMILAC MILK",,,DROPS,,DRP,DRP,DRP,2772,2,active,1
GLU-DROPS,"GLUSARNA VANILLA MILK",,,DROPS,,DRP,DRP,DRP,3000,2,active,1
GLU-DROPS-001,"GLUSARNA CHOCOLATE MILK",,,DROPS,,DRP,DRP,DRP,3000,2,active,1
DEL-DROPS,"DELISH VANILLA MILK",,,DROPS,,DRP,DRP,DRP,2698,2,active,1
DIA-DROPS,"DIABE NO MILK",,,DROPS,,DRP,DRP,DRP,2996,2,active,1
MEI-DROPS,"MEIJI LECTOLOSS",,,DROPS,,DRP,DRP,DRP,2409,2,active,1
HIC-DROPS,"HI-CO PLAN",,,DROPS,,DRP,DRP,DRP,1400,2,active,1
BIO-DROPS-002,"BIOMOUSSE GEL",,,DROPS,,DRP,DRP,DRP,725,2,active,1
MIX-MISC,MIXTARD,,,MISC,,PC,PC,PC,80,2,active,1
INS-MISC-001,"INSOGET N",,,MISC,,PC,PC,PC,1096,2,active,1
NOV-MISC,"NOVOPEN FOUR",,,MISC,,PC,PC,PC,900,2,active,1
NOV-MISC-001,"NOVOMIX 50",,,MISC,,PC,PC,PC,511.75,2,active,1
SPO-MISC-001,"SPOSRID GLACEREEN",,,MISC,,PC,PC,PC,1543.79999999999995,2,active,1
DOB-MISC,"DOBELITE INJ",,,MISC,,PC,PC,PC,79,2,active,1
IRO-MISC,"IROFIN INJ",,,MISC,,PC,PC,PC,411.89999999999998,2,active,1
CLE-MISC,"CLEXAN E INJ",,,MISC,,PC,PC,PC,379.19999999999999,2,active,1
MUL-MISC,MULTIBIONTA,,,MISC,,PC,PC,PC,1242.5,2,active,1
SAN-MISC-003,SANGOBION,,,MISC,,PC,PC,PC,10,2,active,1
EVE-200MG-MISC,"EVEION 200MG CAP",,,MISC,200MG,PC,PC,PC,6.93,2,active,1
IMM-MISC,"IMMATTE INJ",,,MISC,,PC,PC,PC,9.3,2,active,1
NOV-MISC-002,"NOVAMIX 30",,,MISC,,PC,PC,PC,177,2,active,1
INS-MISC-002,"INSOGET R",,,MISC,,PC,PC,PC,1543.79999999999995,2,active,1
GLA-MISC,"GLANDIN E2",,,MISC,,PC,PC,PC,900,2,active,1
NEO-MISC,"NEOSTIGMA METHYLSULPHATE",,,MISC,,PC,PC,PC,50.92,2,active,1
MEI-MISC,"MEIJI FU",,,MISC,,PC,PC,PC,50.9,2,active,1
JMS-500ML-MISC,"JMS BLOOD BAG 500ML",,,MISC,500ML,PC,PC,PC,1050,2,active,1
AMI-MISC,"AMINO LOBAN INF",,,MISC,,PC,PC,PC,1050,2,active,1
AMI-MISC-001,"AMINO WILL",,,MISC,,PC,PC,PC,1105,2,active,1
HEA-MISC,"HEAMACEL INF",,,MISC,,PC,PC,PC,1086,2,active,1
MOX-400MG-MISC,"MOXIGIN 400MG",,,MISC,400MG,PC,PC,PC,139,2,active,1
PHA-MISC,PHARAMAID,,,MISC,,PC,PC,PC,140,2,active,1
ATE-MISC,ATEM,,,MISC,,PC,PC,PC,154.19999999999999,2,active,1
CLE-MISC-001,"CLENIL COMPOSITUM",,,MISC,,PC,PC,PC,111.3,2,active,1
LAC-MISC,"LACTOZA MLIK",,,MISC,,PC,PC,PC,137.099999999999994,2,active,1
LAC-MISC-001,"LACTOZA 2 MILK",,,MISC,,PC,PC,PC,1000,2,active,1
LOW-75MG-MISC,"LOWPLAT 75MG TAB",,,MISC,75MG,PC,PC,PC,149.5,2,active,1
LIG-10ML-MISC,"LIGNOCAIN 10ml INJ",,,MISC,10ML,PC,PC,PC,30,2,active,1
ANT-MISC,"ANTACIP SYP",,,MISC,,PC,PC,PC,10,2,active,1
LEC-15ML-MISC,"LECAL DROP 15ML",,,MISC,15ML,PC,PC,PC,360,2,active,1
LEC-20ML-MISC,"LECAL 20ML",,,MISC,20ML,PC,PC,PC,375,2,active,1
POT-MISC,"POTACID TAB",,,MISC,,PC,PC,PC,350,2,active,1
GLU-MISC,"GLUCOMAC TAB",,,MISC,,PC,PC,PC,40,2,active,1
DAR-MISC,"DARMAZON TAB",,,MISC,,PC,PC,PC,31.5,2,active,1
NAL-10MG-MISC,"NALE 10MG",,,MISC,10MG,PC,PC,PC,1890,2,active,1
DOR-MISC,DORMICUM,,,MISC,,PC,PC,PC,77.5,2,active,1
OXO-MISC,"OXOFRIN SLUTION",,,MISC,,PC,PC,PC,100,2,active,1
TAL-MISC,"TALOPAX TAB",,,MISC,,PC,PC,PC,74,2,active,1
AVI-MISC,"AVIL INJ",,,MISC,,PC,PC,PC,20,2,active,1
LAS-MISC,"LASIX INJ",,,MISC,,PC,PC,PC,20,2,active,1
EVO-MISC,"EVOTIUM INJ",,,MISC,,PC,PC,PC,20,2,active,1
MUV-MISC,MUVCAM,,,MISC,,PC,PC,PC,540,2,active,1
SCA-MISC,"SCABFREE LOTION",,,MISC,,PC,PC,PC,325,2,active,1
MIT-MISC,"MITRIN LOTION",,,MISC,,PC,PC,PC,250,2,active,1
GIN-MISC,"GINCOMART SYP",,,MISC,,PC,PC,PC,250,2,active,1
GIN-MISC-001,"GINSEL SYP",,,MISC,,PC,PC,PC,995,2,active,1
BIN-MISC,"BINCINIL SYP",,,MISC,,PC,PC,PC,720,2,active,1
FIB-MISC,"FIBO SACHET",,,MISC,,PC,PC,PC,290,2,active,1
BUR-MISC,"BURET CHAMBER",,,MISC,,PC,PC,PC,26.8,2,active,1
SKI-MISC,"SKIN STEPLER",,,MISC,,PC,PC,PC,1000,2,active,1
KCL-MISC,"K.C.L AMPUL",,,MISC,,PC,PC,PC,700,2,active,1
25A-MISC,"25 AMPUL",,,MISC,,PC,PC,PC,50,2,active,1
9AM-MISC,"9% AMPUL",,,MISC,,PC,PC,PC,20,2,active,1
MOZ-40MG-MISC,"MOZOLE 40MG INJ",,,MISC,40MG,PC,PC,PC,395,2,active,1
UNK-MISC,"UN KNOWN",,,MISC,,PC,PC,PC,300,2,active,1
WIP-MISC,WIPES,,,MISC,,PC,PC,PC,22.14,2,active,1
WIX-MISC,"WIX BALM",,,MISC,,PC,PC,PC,300,2,active,1
BAB-MISC,"BABY CHAST RUB",,,MISC,,PC,PC,PC,100,2,active,1
POL-MISC-001,POLTIUS,,,MISC,,PC,PC,PC,96,2,active,1
NEO-1000MG-MISC,"NEOGLIP 50/1000MG TAB",,,MISC,1000MG,PC,PC,PC,340,2,active,1
FOR-MISC,"FORO B SYP",,,MISC,,PC,PC,PC,32.5,2,active,1
GLY-50MG-MISC,"GLYZIA TAB 50MG",,,MISC,50MG,PC,PC,PC,439,2,active,1
HIN-MISC,"HINUMOM TAB",,,MISC,,PC,PC,PC,26.79,2,active,1
ROX-MISC,"ROXVITA TAB",,,MISC,,PC,PC,PC,29,2,active,1
RIS-40MG-MISC,"RISEK 40MG CAP",,,MISC,40MG,PC,PC,PC,41,2,active,1
RIS-20MG-MISC,"RISEK 20MG CAP",,,MISC,20MG,PC,PC,PC,29.039999999999999,2,active,1
CIT-MISC,"CITOSODA SACHET",,,MISC,,PC,PC,PC,17.63,2,active,1
EPI-250MG-MISC,"EPIVAL 250MG TAB",,,MISC,250MG,PC,PC,PC,26.5,2,active,1
VOM-MISC,"VOMICAD INJ",,,MISC,,PC,PC,PC,240,2,active,1
BIO-MISC,"biohans   tab",,,MISC,,PC,PC,PC,62.5,2,active,1
LOR-10MG-MISC,"LORDIN TAB 10MG",,,MISC,10MG,PC,PC,PC,11.68,2,active,1
MOB-MISC,"MOBIL K",,,MISC,,PC,PC,PC,7.59,2,active,1
MOB-100MG-MISC,"MOBIL K 100MG",,,MISC,100MG,PC,PC,PC,10.25,2,active,1
CIP-250MG-MISC,"CIPRO DAY 250MG",,,MISC,250MG,PC,PC,PC,19.41,2,active,1
NIM-MISC,"NIMON TAB",,,MISC,,PC,PC,PC,8.15,2,active,1
HIZ-MISC,"HI-ZAMA CRM",,,MISC,,PC,PC,PC,250,2,active,1
MIS-MISC,"MI-STATE  DROP",,,MISC,,PC,PC,PC,100,2,active,1
JAZ-10MG-MISC,"JAZETA 10+10MG",,,MISC,10MG,PC,PC,PC,39.1,2,active,1
JAZ-20MG-MISC,"JAZETA 10+20MG",,,MISC,20MG,PC,PC,PC,63,2,active,1
BON-20MG-MISC,"BONIZA 20MG",,,MISC,20MG,PC,PC,PC,50.82,2,active,1
OMS-20MG-MISC,"OMSANA AM 5/20MG",,,MISC,20MG,PC,PC,PC,36.85,2,active,1
OMS-40MG-MISC,"OMSANA AM 5/40MG",,,MISC,40MG,PC,PC,PC,58.65,2,active,1
OMS-40MG-MISC-001,"OMSANA AM 10/40MG",,,MISC,40MG,PC,PC,PC,58.65,2,active,1
OMS-10MG-MISC,"OMSANA 10MG",,,MISC,10MG,PC,PC,PC,30.14,2,active,1
OMS-MISC,"OMSANA DIU 40/12.5",,,MISC,,PC,PC,PC,50.57,2,active,1
OMS-40MG-MISC-002,"OMSANA 40MG",,,MISC,40MG,PC,PC,PC,56.71,2,active,1
OMS-20MG-MISC-001,"OMSANA 20MG",,,MISC,20MG,PC,PC,PC,38.79,2,active,1
ECA-600MG-MISC,"ECASIL 600MG TAB",,,MISC,600MG,PC,PC,PC,142.080000000000013,2,active,1
BET-MISC,"BETNISOL TAB",,,MISC,,PC,PC,PC,2.58,2,active,1
NES-MISC,"NES-8 INJ",,,MISC,,PC,PC,PC,330,2,active,1
KOR-500MG-INJ-PEG,"KOREPHIN 500MG INJ",,"PEGASUS PHARMA",INJ,500MG,INJ,INJ,INJ,313.24000000000001,10,active,1
GAV-SYP,"Gaviscon syp",,,SYP,,SYP,SYP,SYP,199,10,active,1
NOV-5MG-TABCAP,"NOVAK 5MG",,,TAB_CAP,5MG,TAB,TAB,TAB,35,10,active,1
FLU-TABCAP,"FLUCOWEL CAP",,,TAB_CAP,,TAB,TAB,TAB,190,10,active,1
EBA-10MG-TABCAP,"EBAK 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,16.66,10,active,1
EBA-20MG-TABCAP,"EBAK 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,23.13,10,active,1
JAR-TABCAP,"JARDIN D TAB",,,TAB_CAP,,TAB,TAB,TAB,25.62,10,active,1
RUL-20MG-TABCAP,"RULING 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,26.19,10,active,1
VIN-2.5MG-INJ,"VINZAT 2.5MG INJ",,,INJ,2.5MG,INJ,INJ,INJ,517.90999999999997,10,active,1
ZYT-250MG-TABCAP,"ZYTO 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,59.039999999999999,10,active,1
VES-INJ,"VESLAC INJ",,,INJ,,INJ,INJ,INJ,130.19999999999999,10,active,1
MOX-400MG-TABCAP-001,"MOXAN 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,147,10,active,1
RIG-10MG-TABCAP,"RIGIX 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,13,10,active,1
UTI-SACHET,"UTINORM SATCHET",,,SACHET,,SACH,SACH,SACH,70,10,active,1
HYZ-SYP,"HYZETAC SYP",,,SYP,,SYP,SYP,SYP,260,10,active,1
HYT-500MG-INJ,"HYTREX 500MG INJ",,,INJ,500MG,INJ,INJ,INJ,230,10,active,1
AML-TABCAP,"AMLOGOOD 5/80 TAB",,,TAB_CAP,,TAB,TAB,TAB,39.29,10,active,1
HEL-INJ,"HELPHA INJ",,,INJ,,INJ,INJ,INJ,295,10,active,1
DAY-1GM-INJ-002,"DAYPIME 1G INJ",,,INJ,1GM,INJ,INJ,INJ,860.019999999999982,10,active,1
VIN-2.25GM-INJ,"VINZAT 2.25G INJ",,,INJ,2.25GM,INJ,INJ,INJ,530,10,active,1
LOW-75MG-TABCAP,"LOWPLAT PLUS 75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,29.87,10,active,1
XCE-10MG-TABCAP,"XCEPT 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,48.4,10,active,1
XCE-15MG-TABCAP,"XCEPT 15MG TAB",,,TAB_CAP,15MG,TAB,TAB,TAB,82.5,10,active,1
XCE-20MG-TABCAP,"XCEPT 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,97.90000000000001,10,active,1
COM-400MG-TABCAP,"COMBIVAIR 400MG CAP",,,TAB_CAP,400MG,TAB,TAB,TAB,17.23,10,active,1
COM-TABCAP,"COMBIVAIR FORTE ROTA CAP",,,TAB_CAP,,TAB,TAB,TAB,17.23,10,active,1
PIR-200MG-TABCAP,"PIRFENOX 200MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,36.66,10,active,1
RAN-500MG-TABCAP,"RANOLA 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,34.35,10,active,1
TRI-TABCAP,"TRIFORGE 5/160 12.5 TAB",,,TAB_CAP,,TAB,TAB,TAB,16,10,active,1
TRI-TABCAP-001,"TRIFORGE 10/160 12.5 TAB",,,TAB_CAP,,TAB,TAB,TAB,17,10,active,1
ULS-120ML-SYP,"ULSANIC 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,413.51999999999998,10,active,1
TRE-SYP,"TRESORIX FORTE SYP",,,SYP,,SYP,SYP,SYP,300,10,active,1
DAN-10MG-TABCAP,"DANZEN DS 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,24,10,active,1
ANS-100MG-TABCAP,"ANSAID 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,14,10,active,1
BRO-SYP,"BRONOCHOL COUGH SYP",,,SYP,,SYP,SYP,SYP,150,10,active,1
BAM-600MG-TABCAP,"BAMIFIX 600MG TAB",,,TAB_CAP,600MG,TAB,TAB,TAB,36.57,10,active,1
BRE-20MG-TABCAP,"BREXIN 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,35.73,10,active,1
SKI-30ML-DROPS,"SKILAX 30ML DROP",,,DROPS,30ML,DRP,DRP,DRP,130,10,active,1
UFA-120ML-SYP,"UFALAK 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,190,10,active,1
KEL-TABCAP,"KELOSIDE CAP",,,TAB_CAP,,TAB,TAB,TAB,36.5,10,active,1
LAC-50MG-TABCAP,"LACOSTA 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,33.57,10,active,1
